config,rpt,mean_test_score,std_test_score,activation,alpha,hidden_layer_sizes,max_iter,solver,train_cpu_duration,train_runtime_duration,train_cpu_meter_result,train_dram_meter_result,test_cpu_duration,test_runtime_duration,test_cpu_meter_result,test_dram_meter_result,test_accuracy_result
1,8,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2422.4666321198456,151.39221739768982,13049037944.0,0,2457.6110864621587,153.59019255638123,-248939639446.0,0,0.6601684541318765
1,9,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2426.846649622079,151.66498827934265,13063471928.0,0,2450.800403157249,153.16422605514526,13164705434.0,0,0.6601684541318765
1,10,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2432.3695710799657,152.0101761817932,13082522051.0,0,2455.0135422348976,153.42732071876526,13150289211.0,0,0.6601684541318765
1,11,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2367.5160327451304,147.95665454864502,12722763206.0,0,2449.4499796004966,153.07913637161255,13144380962.0,0,0.6601684541318765
1,12,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2379.5344229582697,148.70876455307007,12768031462.0,0,2400.791653471999,150.03945779800415,12845534742.0,0,0.6601684541318765
1,13,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2463.429378600791,153.95149421691895,-248933838925.0,0,2407.9605033854023,150.48755979537964,12871018686.0,0,0.6601684541318765
1,14,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2435.5068863769993,152.20664429664612,13080982199.0,0,2436.692489215173,152.28285956382751,13068367789.0,0,0.6601684541318765
1,15,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2399.676288814284,149.96720123291016,12913272849.0,0,2435.0747183067724,152.18143939971924,13083585403.0,0,0.6601684541318765
1,16,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2395.906402785331,149.7323408126831,12870877451.0,0,2407.465579991229,150.45686078071594,12906646463.0,0,0.6601684541318765
1,17,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2413.276950357482,150.8170611858368,12952903608.0,0,2405.8119825888425,150.3528299331665,12875669126.0,0,0.6601684541318765
1,18,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2384.389739816077,149.01167702674866,12798711987.0,0,2402.3635192820802,150.15497946739197,12849935976.0,0,0.6601684541318765
1,19,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2397.3614090075716,149.82263040542603,12847897590.0,0,2401.805200558156,150.1017234325409,12843439106.0,0,0.6601684541318765
1,20,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2411.9165308792144,150.73222517967224,12938519795.0,0,2424.8394030416384,151.54205560684204,12972797782.0,0,0.6601684541318765
1,21,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2342.8063978720456,146.4134132862091,12596304424.0,0,2439.8217573575675,152.47882318496704,13078820155.0,0,0.6601684541318765
1,22,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2421.507706100121,151.33101201057434,13025600078.0,0,2426.782691732049,151.66296648979187,-249136353848.0,0,0.6601684541318765
1,23,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2338.1693208087236,146.12410759925842,12549155374.0,0,2401.7135359104723,150.09744954109192,12857056380.0,0,0.6601684541318765
1,24,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2324.189423935488,145.24978280067444,12504071749.0,0,2422.202587980777,151.3774769306183,-249156886571.0,0,0.6601684541318765
1,25,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2398.6293633803725,149.90223002433777,12909751192.0,0,2440.5033309105784,152.5210943222046,13089122070.0,0,0.6601684541318765
1,26,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2390.527766091749,149.3947913646698,12821226394.0,0,2385.5518948584795,149.0860378742218,12767560027.0,0,0.6601684541318765
1,27,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2415.5907880812883,150.96141910552979,12938963092.0,0,2409.289796411991,150.56981587409973,12880439255.0,0,0.6601684541318765
1,28,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2387.5630498193204,149.2100555896759,-249315874506.0,0,2412.589356644079,150.77625060081482,12923173031.0,0,0.6601684541318765
1,29,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",200,adam,2509.936092980206,156.85782837867737,13437068567.0,0,2433.0164890922606,152.0529887676239,13022033192.0,0,0.6601684541318765
2,0,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,932.6766440909996,58.28741002082825,4997075891.0,0,2413.966501821,150.92209124565125,12895361886.0,0,0.6439076973672191
2,1,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,931.4129787959973,58.20873546600342,5007283141.0,0,2439.9722831029794,152.48848700523376,13074552344.0,0,0.6439076973672191
2,2,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,929.8167337899795,58.108726978302,5011655321.0,0,2422.3795583300525,151.38815832138062,-249128052232.0,0,0.6439076973672191
2,3,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,941.4617348690517,58.836474895477295,5062416301.0,0,2452.930494097993,153.29746413230896,13157498726.0,0,0.6439076973672191
2,4,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,937.3794454841409,58.58136796951294,5037196577.0,0,2401.4488737189677,150.13054537773132,12840020841.0,0,0.6439076973672191
2,5,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,936.0038703170139,58.495322942733765,5024177752.0,0,2393.617481243098,149.59044075012207,12808761887.0,0,0.6439076973672191
2,6,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,905.4692882127129,56.587339878082275,4857478592.0,0,2383.877749213949,148.98217701911926,-249377768757.0,0,0.6439076973672191
2,7,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,929.4676847001538,58.0868079662323,5002830515.0,0,2450.8306710878387,153.16617727279663,13145020060.0,0,0.6439076973672191
2,8,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,939.7267016549595,58.72809314727783,5065218783.0,0,2444.1680945567787,152.7493658065796,13119779219.0,0,0.6439076973672191
2,9,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,933.5733544100076,58.34348130226135,5031666684.0,0,2451.0126628139988,153.17769026756287,13147018591.0,0,0.6439076973672191
2,10,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,935.6831555468962,58.47533082962036,5030183534.0,0,2453.787848949898,153.35084700584412,13152137350.0,0,0.6439076973672191
2,11,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,908.4593308037147,56.773802280426025,4884929084.0,0,2436.82405138202,152.29058647155762,13082713089.0,0,0.6439076973672191
2,12,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,918.9685656819493,57.43085217475891,4934614504.0,0,2399.4818268679082,149.9575412273407,12839362333.0,0,0.6439076973672191
2,13,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,1049.2700900491327,65.57392954826355,5619003803.0,0,2405.893965292722,150.35833144187927,12868375138.0,0,0.6439076973672191
2,14,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,939.7185088861734,58.72781729698181,5054338014.0,0,2435.4361580982804,152.20496129989624,13056959250.0,0,0.6439076973672191
2,15,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,922.785848999396,57.669400453567505,4975969195.0,0,2433.9774830937386,152.11320328712463,13083815687.0,0,0.6439076973672191
2,16,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,918.2192722838372,57.38412022590637,4937900140.0,0,2407.3345552179962,150.44867610931396,12900163448.0,0,0.6439076973672191
2,17,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,930.6463593346998,58.16053247451782,4994452179.0,0,2405.420520688407,150.32821774482727,12868625443.0,0,0.6439076973672191
2,18,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,922.0498921684921,57.623300075531006,4953694411.0,0,2403.2540428685024,150.2112329006195,12850435608.0,0,0.6439076973672191
2,19,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,921.9465835820884,57.61680793762207,4942126997.0,0,2404.842031422071,150.33752989768982,12848845586.0,0,0.6439076973672191
2,20,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,937.482019180432,58.58761763572693,5030779479.0,0,2423.828430847265,151.4788956642151,12960763634.0,0,0.6439076973672191
2,21,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,905.320812093094,56.5780885219574,4870281904.0,0,2440.080029118806,152.49504590034485,13092037042.0,0,0.6439076973672191
2,22,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,933.8039970397949,58.357887506484985,5024495805.0,0,2426.090595174581,151.62011003494263,13015884830.0,0,0.6439076973672191
2,23,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,897.1149618029594,56.06527137756348,4815757874.0,0,2401.0823264550418,150.0580711364746,12850096255.0,0,0.6439076973672191
2,24,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,896.7134050168097,56.0399751663208,4825582922.0,0,2422.7487965691835,151.41147351264954,12998077322.0,0,0.6439076973672191
2,25,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,931.8099606800824,58.23339891433716,5011169239.0,0,2439.6961402073503,152.47073435783386,13084322034.0,0,0.6439076973672191
2,26,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,923.2596051227301,57.69867539405823,4952854996.0,0,2384.3465662505478,149.01047921180725,-249387064936.0,0,0.6439076973672191
2,27,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,932.7795431055129,58.29360890388489,4998718588.0,0,2395.3361307494342,149.69765520095825,12798469433.0,0,0.6439076973672191
2,28,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,917.5290420781821,57.34053683280945,4930336378.0,0,2411.144489808008,150.68564295768738,12916517898.0,0,0.6439076973672191
2,29,0.6441593524601688,0.0006790550509931767,logistic,0.0005,"(50,)",400,sgd,973.9109508860856,60.86434817314148,5221174684.0,0,2434.302989117801,152.13321232795715,13017134949.0,0,0.6439076973672191
3,0,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2421.405245676,151.32511448860168,-249175917101.0,0,2419.966438949001,151.33802580833435,12927504381.0,0,0.6601684541318765
3,1,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2403.1253765419824,150.18368434906006,12913655661.0,0,2440.543904241,152.5246798992157,13070841966.0,0,0.6601684541318765
3,2,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2420.8174127159873,151.28831958770752,-249101209649.0,0,2422.109824312036,151.37160730361938,13012282606.0,0,0.6601684541318765
3,3,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2437.479830060154,152.3298122882843,13113220946.0,0,2482.7360563362017,155.1601243019104,13314909396.0,0,0.6601684541318765
3,4,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2437.3611551059876,152.3217511177063,13093124623.0,0,2400.237443421036,150.00390005111694,12841324486.0,0,0.6601684541318765
3,5,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2418.4828126910143,151.14250135421753,-249158178071.0,0,2392.929246828193,149.54767847061157,12800380255.0,0,0.6601684541318765
3,6,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2345.3839480117895,146.57487440109253,12595542279.0,0,2384.263787629083,149.00686883926392,12766390109.0,0,0.6601684541318765
3,7,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2410.7102690949105,150.65678668022156,12974605518.0,0,2450.7508069602773,153.1612606048584,13150009366.0,0,0.6601684541318765
3,8,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2421.365240537096,151.32240533828735,13042551572.0,0,2442.9557380299084,152.67335295677185,13128402976.0,0,0.6601684541318765
3,9,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2422.454245268833,151.3906512260437,13045433889.0,0,2450.974803457968,153.17496037483215,13158268500.0,0,0.6601684541318765
3,10,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2432.8904919833876,152.04282975196838,13079641077.0,0,2454.735007055104,153.4093883037567,13167723858.0,0,0.6601684541318765
3,11,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2364.7281883498654,147.7827603816986,12708294432.0,0,2436.4449181053787,152.26682424545288,13074699806.0,0,0.6601684541318765
3,12,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2392.888027993962,149.54330372810364,12841934653.0,0,2399.428607257083,149.95373487472534,12835446390.0,0,0.6601684541318765
3,13,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2544.629454707727,159.02622723579407,13642690478.0,0,2423.7904375409707,151.574360370636,12958718412.0,0,0.6601684541318765
3,14,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2419.6215992812067,151.21397471427917,13006792142.0,0,2436.4970239484683,152.271169424057,13060931896.0,0,0.6601684541318765
3,15,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2401.161414794624,150.06052160263062,12931821997.0,0,2435.4410587539896,152.205242395401,13083384414.0,0,0.6601684541318765
3,16,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2390.9181459508836,149.4203119277954,12852537105.0,0,2407.337944152765,150.44866681098938,12907494484.0,0,0.6601684541318765
3,17,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2425.9871678035706,151.6107885837555,13023639571.0,0,2436.096957099624,152.24482011795044,13034968156.0,0,0.6601684541318765
3,18,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2389.7225130423903,149.34463715553284,12825726505.0,0,2401.5912362635136,150.08859586715698,12855785143.0,0,0.6601684541318765
3,19,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2400.367523452267,150.01019763946533,12864693996.0,0,2407.8179027708247,150.52827167510986,12871627754.0,0,0.6601684541318765
3,20,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2421.760748605244,151.34732675552368,13000587140.0,0,2429.20178723149,151.95372533798218,12987169084.0,0,0.6601684541318765
3,21,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2363.2717323247343,147.69275569915771,12702267775.0,0,2450.6459669992328,153.4755597114563,13129284260.0,0,0.6601684541318765
3,22,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2433.2523961197585,152.06517815589905,13096251141.0,0,2426.6104107592255,151.65200114250183,13028240391.0,0,0.6601684541318765
3,23,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2339.692712204531,146.21921062469482,12555090478.0,0,2411.769062174484,150.965989112854,12882612224.0,0,0.6601684541318765
3,24,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2335.990891713649,145.98786211013794,12571464154.0,0,2422.546878421679,151.39885473251343,13002334634.0,0,0.6601684541318765
3,25,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2408.1852655149996,150.49953293800354,-249187083088.0,0,2439.930993255228,152.4855456352234,13095134384.0,0,0.6601684541318765
3,26,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2397.146267512813,149.80908465385437,12849920108.0,0,2386.742307636887,149.1612515449524,12771064717.0,0,0.6601684541318765
3,27,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2420.1013413891196,151.24375987052917,12966867988.0,0,2409.4588452335447,150.58040356636047,12885167027.0,0,0.6601684541318765
3,28,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2389.465267179534,149.3291733264923,12846502818.0,0,2411.122523078695,150.68487238883972,12936991845.0,0,0.6601684541318765
3,29,0.6575760517987506,0.001284794023619904,logistic,0.0005,"(50,)",400,adam,2519.8109631724656,157.4746916294098,13498254201.0,0,2434.5094086006284,152.14575338363647,13033197959.0,0,0.6601684541318765
4,0,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1351.7573888129991,84.47770118713379,7254540694.0,0,3423.923371273999,279.23480677604675,19279427878.0,0,0.6437341274916413
4,1,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1335.161001903005,83.44088888168335,7198901126.0,0,3444.712091292022,285.2137885093689,19727772923.0,0,0.6437341274916413
4,2,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1340.5342400179943,83.7764585018158,7238491662.0,0,3450.2118814310525,284.83358001708984,19752728242.0,0,0.6437341274916413
4,3,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1349.88843838498,84.360999584198,7287097861.0,0,3445.924865900073,283.56867146492004,19674508532.0,0,0.6437341274916413
4,4,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1348.7542040259577,84.29015731811523,7259790191.0,0,3437.501229837071,282.6287908554077,19564579554.0,0,0.6437341274916413
4,5,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1346.965165277943,84.17826914787292,7244113596.0,0,3422.9362812279724,278.8612906932831,19261289742.0,0,0.6437341274916413
4,6,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1327.6226936918683,82.96990156173706,7151406131.0,0,3422.2686430243775,280.0987648963928,19354284498.0,0,0.6437341274916413
4,7,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1341.6060084910132,83.84347462654114,7249106014.0,0,3443.051903020125,284.29520320892334,19705752226.0,0,0.6437341274916413
4,8,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1342.6554915681481,83.90859413146973,7254884261.0,0,3443.439617318101,284.5794861316681,-242378280329.0,0,0.6437341274916413
4,9,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1348.732620419003,84.2887110710144,7275368826.0,0,3445.597272330895,284.47798895835876,19728015414.0,0,0.6437341274916413
4,10,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1345.199195528403,84.06757187843323,7270549259.0,0,3443.4126145341434,284.54903650283813,19758746170.0,0,0.6437341274916413
4,11,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1333.5167211806402,83.33783054351807,7198174688.0,0,3448.3124328348786,284.6062171459198,19751060399.0,0,0.6437341274916413
4,12,0.6445521655920773,0.0011354675065646884,logistic,0.0005,"(100,)",200,sgd,1328.8244034461677,83.04493260383606,7149746163.0,0,3418.8456472205,278.46089363098145,19220859607.0,0,0.6437341274916413
