config,rpt,mean_test_score,std_test_score,bootstrap,criterion,max_depth,max_features,n_estimators,train_cpu_duration,train_runtime_duration,train_cpu_meter_result,train_dram_meter_result,test_cpu_duration,test_runtime_duration,test_cpu_meter_result,test_dram_meter_result,test_accuracy_result
0,0,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.09252606891095638,0.09252285957336426,5233935.0,0,5.4439670708961785,5.443556308746338,315427903.0,0,0.7864583333333334
0,1,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.07818903890438378,0.07818198204040527,4534290.0,0,5.69861027598381,5.698101282119751,325966634.0,0,0.7864583333333334
0,2,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.07828554301522672,0.0782785415649414,4507801.0,0,5.694790239911526,5.694284677505493,326250813.0,0,0.7864583333333334
0,3,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08249231707304716,0.08248496055603027,4713306.0,0,5.879655804019421,5.879128694534302,335629207.0,0,0.7864583333333334
0,4,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.07975817983970046,0.07975125312805176,4567799.0,0,6.052499007899314,6.051966667175293,345493561.0,0,0.7864583333333334
0,5,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.07983082393184304,0.07982397079467773,4592335.0,0,5.96842976892367,5.967918872833252,340511762.0,0,0.7864583333333334
0,6,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.07993149501271546,0.07992434501647949,4614124.0,0,6.016817586962134,6.016284942626953,343422887.0,0,0.7864583333333334
0,7,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.0821377350948751,0.08213019371032715,4707263.0,0,6.021921650040895,6.0213751792907715,343385534.0,0,0.7864583333333334
0,8,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08005563006736338,0.0800483226776123,4609607.0,0,5.920412648003548,5.919899940490723,338159962.0,0,0.7864583333333334
0,9,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08005528594367206,0.0800480842590332,4604663.0,0,5.970245464006439,5.969715118408203,341153240.0,0,0.7864583333333334
0,10,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08250122889876366,0.08249402046203613,4727772.0,0,5.957373043056577,5.956846237182617,340809857.0,0,0.7864583333333334
0,11,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08000770607031882,0.08000040054321289,4602101.0,0,5.922953975852579,5.922427177429199,338709886.0,0,0.7864583333333334
0,12,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.0809535242151469,0.08094620704650879,4653858.0,0,6.016299807000905,6.015762090682983,343968480.0,0,0.7864583333333334
0,13,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08070697006769478,0.08069968223571777,4640247.0,0,5.911321723135188,5.91079306602478,338192677.0,0,0.7864583333333334
0,14,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08242883486673236,0.08242154121398926,4738330.0,0,6.0255382801406085,6.024999141693115,345172639.0,0,0.7864583333333334
0,15,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.0799113530665636,0.07990431785583496,4571643.0,0,5.989498571958393,5.988976240158081,342354043.0,0,0.7864583333333334
0,16,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08206483302637935,0.08205747604370117,4724170.0,0,6.1085135149769485,6.107968091964722,349166099.0,0,0.7864583333333334
0,17,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08051191200502217,0.0805046558380127,4601490.0,0,5.863738833926618,5.863214015960693,335144894.0,0,0.7864583333333334
0,18,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.07986223115585744,0.07985520362854004,4581653.0,0,5.8596379610244185,5.859112024307251,335337277.0,0,0.7864583333333334
0,19,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.07951329601928592,0.07950615882873535,4543079.0,0,5.977242765016854,5.976703643798828,341412457.0,0,0.7864583333333334
0,20,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08017986593768,0.08017253875732422,4593494.0,0,5.801828145049512,5.801307201385498,330571541.0,0,0.7864583333333334
0,21,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.0798707171343267,0.07986330986022949,4636097.0,0,5.927157243015245,5.926623582839966,341352397.0,0,0.7864583333333334
0,22,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.0802669411059469,0.08025979995727539,4599781.0,0,6.002666554879397,6.002131700515747,342414284.0,0,0.7864583333333334
0,23,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08221017895266414,0.08220720291137695,4704333.0,0,6.0089531319681555,6.008415222167969,342996559.0,0,0.7864583333333334
0,24,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.0803123030345887,0.08030509948730469,4607837.0,0,6.27357848896645,6.27301549911499,358636899.0,0,0.7864583333333334
0,25,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.07954440219327807,0.07953715324401855,4577016.0,0,5.940037535037845,5.939504623413086,340053572.0,0,0.7864583333333334
0,26,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08013083692640066,0.0801234245300293,4607105.0,0,6.11723069800064,6.116682052612305,349313376.0,0,0.7864583333333334
0,27,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.08021688903681934,0.08020997047424316,4590015.0,0,5.903966570040211,5.903440713882446,337510794.0,0,0.7864583333333334
0,28,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.07981859194114804,0.07981133460998535,4561391.0,0,5.9848031939473,5.984275817871094,342681494.0,0,0.7864583333333334
0,29,0.7465067466266866,0.024417887249390986,True,gini,,auto,50,0.07972435606643558,0.07971739768981934,4567921.0,0,5.988408806035295,5.9878761768341064,342606483.0,0,0.7864583333333334
1,0,0.75,0.02877459497004225,True,gini,,auto,100,0.1560115769971162,0.15599751472473145,9056251.0,0,10.727269782917574,10.726387739181519,620181762.0,0,0.8072916666666666
1,1,0.75,0.02877459497004225,True,gini,,auto,100,0.15500902314670384,0.15500426292419434,8944253.0,0,10.779426469001919,10.77848744392395,617327398.0,0,0.8072916666666666
1,2,0.75,0.02877459497004225,True,gini,,auto,100,0.16048597288317978,0.16047143936157227,9245948.0,0,10.880424776114523,10.879460573196411,622232111.0,0,0.8072916666666666
1,3,0.75,0.02877459497004225,True,gini,,auto,100,0.15908859996125102,0.159074068069458,9088478.0,0,11.182705339044333,11.181701183319092,637936538.0,0,0.8072916666666666
1,4,0.75,0.02877459497004225,True,gini,,auto,100,0.1635483258869499,0.16353368759155273,9358557.0,0,11.80266045499593,11.801617622375488,673956405.0,0,0.8072916666666666
1,5,0.75,0.02877459497004225,True,gini,,auto,100,0.1591081910301,0.15909433364868164,9098610.0,0,11.627061882987618,11.6260666847229,663690318.0,0,0.8072916666666666
1,6,0.75,0.02877459497004225,True,gini,,auto,100,0.1637460810597986,0.16373109817504883,9396155.0,0,11.555770959937945,11.554762601852417,659380393.0,0,0.8072916666666666
1,7,0.75,0.02877459497004225,True,gini,,auto,100,0.16373453894630075,0.16371917724609375,9396399.0,0,11.62275450094603,11.621701717376709,662892468.0,0,0.8072916666666666
1,8,0.75,0.02877459497004225,True,gini,,auto,100,0.1636555220466107,0.16364026069641113,9361000.0,0,11.513669440057129,11.512641429901123,657916528.0,0,0.8072916666666666
1,9,0.75,0.02877459497004225,True,gini,,auto,100,0.1584992939606309,0.15848469734191895,9073463.0,0,11.857231796020642,11.856173276901245,677165808.0,0,0.8072916666666666
1,10,0.75,0.02877459497004225,True,gini,,auto,100,0.16011751093901694,0.16010284423828125,9217872.0,0,11.754721614997834,11.753675699234009,672270190.0,0,0.8072916666666666
1,11,0.75,0.02877459497004225,True,gini,,auto,100,0.1582543421536684,0.15823960304260254,9077675.0,0,11.75536356586963,11.754302263259888,672545398.0,0,0.8072916666666666
1,12,0.75,0.02877459497004225,True,gini,,auto,100,0.16381901898421347,0.1638040542602539,9371252.0,0,11.627342350082472,11.626305341720581,664996041.0,0,0.8072916666666666
1,13,0.75,0.02877459497004225,True,gini,,auto,100,0.16347694001160562,0.16346192359924316,9381201.0,0,11.609891599044204,11.60885500907898,664653390.0,0,0.8072916666666666
1,14,0.75,0.02877459497004225,True,gini,,auto,100,0.16406907397322357,0.16405415534973145,9394446.0,0,11.643238527933136,11.642197847366333,666944582.0,0,0.8072916666666666
1,15,0.75,0.02877459497004225,True,gini,,auto,100,0.15986181609332561,0.15984749794006348,9165138.0,0,11.656087536830455,11.655061483383179,666769594.0,0,0.8072916666666666
1,16,0.75,0.02877459497004225,True,gini,,auto,100,0.1582787111401558,0.15826416015625,9091895.0,0,11.361405180068687,11.360394477844238,649577621.0,0,0.8072916666666666
1,17,0.75,0.02877459497004225,True,gini,,auto,100,0.1591608440503478,0.15914607048034668,9147194.0,0,11.587517207954079,11.586482524871826,662184767.0,0,0.8072916666666666
