epoch,acc,loss,val_acc,val_loss
0,0.6533401012420654,0.7831254005432129,0.6499891877174377,0.9033021926879883
1,0.7337513566017151,0.607043445110321,0.6888013482093811,0.8065381646156311
2,0.7705547213554382,0.5278950333595276,0.6959797739982605,0.7914854884147644
3,0.7840149402618408,0.4996550679206848,0.6645501255989075,0.8761220574378967
4,0.792401909828186,0.48112180829048157,0.7022147178649902,0.7912946939468384
5,0.7978052496910095,0.46833446621894836,0.7190325260162354,0.7570304870605469
6,0.8028289079666138,0.4569534659385681,0.7205115556716919,0.7356027364730835
7,0.8073170185089111,0.446636825799942,0.711930513381958,0.7563799023628235
8,0.8110189437866211,0.439499169588089,0.7272310256958008,0.7311744689941406
9,0.8143652081489563,0.4314417243003845,0.7234823703765869,0.7146260738372803
10,0.8171433806419373,0.4252193570137024,0.7331472039222717,0.7362717390060425
11,0.8195163607597351,0.4188961088657379,0.7277154922485352,0.7401291131973267
12,0.8223497867584229,0.41443589329719543,0.7257009744644165,0.7431816458702087
13,0.8236148953437805,0.4097598195075989,0.71677565574646,0.7927035093307495
14,0.8257428407669067,0.4056773781776428,0.710298478603363,0.8057543039321899
15,0.8391590714454651,0.37585964798927307,0.7326371669769287,0.7349414229393005
16,0.8417941927909851,0.3708555996417999,0.7431690096855164,0.6975971460342407
17,0.8423750400543213,0.368420273065567,0.7394203543663025,0.7044848203659058
18,0.8434630632400513,0.36656075716018677,0.7380177974700928,0.7338482737541199
19,0.8440807461738586,0.3648655414581299,0.7329304218292236,0.7277830243110657
20,0.8450965285301208,0.36332595348358154,0.7406443953514099,0.7066659927368164
21,0.8453784584999084,0.36209338903427124,0.7248849272727966,0.7735949158668518
22,0.8489981889724731,0.3546079695224762,0.7418047189712524,0.713795006275177
