epoch,acc,loss,val_acc,val_loss
0,0.7298808693885803,0.6227452754974365,0.6992566585540771,0.8282614350318909
1,0.8190261721611023,0.43175092339515686,0.7568628787994385,0.6512051820755005
2,0.8440935015678406,0.375497967004776,0.7422509789466858,0.72621089220047
3,0.8559301495552063,0.34818774461746216,0.7622945308685303,0.6617358922958374
4,0.8631341457366943,0.33127275109291077,0.7715258598327637,0.6367945671081543
5,0.869210422039032,0.31795448064804077,0.6549490690231323,2.462127208709717
6,0.8739479184150696,0.30716758966445923,0.7770467400550842,0.6298871636390686
7,0.8781654834747314,0.2975771725177765,0.6539672613143921,1.5942487716674805
8,0.8809068202972412,0.29029110074043274,0.7774292826652527,0.6269608736038208
9,0.884179413318634,0.28245919942855835,0.7078248858451843,1.0536456108093262
10,0.8873571157455444,0.2758478820323944,0.7396754026412964,0.8180932402610779
11,0.8895190358161926,0.26997387409210205,0.7741779088973999,0.6596659421920776
12,0.8924940824508667,0.26314395666122437,0.7744584083557129,0.6576529145240784
13,0.8943273425102234,0.2585736811161041,0.6878067851066589,1.2435320615768433
14,0.909139096736908,0.22420014441013336,0.7737061381340027,0.6701563596725464
15,0.9117061495780945,0.21734625101089478,0.7767279744148254,0.6701655983924866
16,0.9132347702980042,0.2132338285446167,0.7815349102020264,0.6661337614059448
17,0.9144276976585388,0.2106403261423111,0.783562183380127,0.6590065956115723
18,0.9157466292381287,0.20790086686611176,0.7866095304489136,0.6490615606307983
19,0.9198352694511414,0.1980467438697815,0.7831414341926575,0.6624820828437805
20,0.9203920364379883,0.1959434300661087,0.7853345274925232,0.6588449478149414
21,0.9211641550064087,0.19420459866523743,0.7820448875427246,0.6781418919563293
22,0.9214361310005188,0.1928681880235672,0.782197892665863,0.6754586100578308
23,0.9216585755348206,0.19231319427490234,0.7816751599311829,0.6841410398483276
24,0.9224802851676941,0.19059766829013824,0.7871705889701843,0.6642792820930481
25,0.9227976202964783,0.1893809735774994,0.7863672971725464,0.6711007952690125
26,0.9233883619308472,0.188009575009346,0.7832179665565491,0.6933877468109131
27,0.9238502383232117,0.18755027651786804,0.7790995836257935,0.6907992362976074
28,0.9239479899406433,0.18643303215503693,0.7852707505226135,0.6791734099388123
29,0.9246265888214111,0.18503350019454956,0.7882543206214905,0.6729124784469604
30,0.9253958463668823,0.18353071808815002,0.7838809490203857,0.6934045553207397
31,0.9252669215202332,0.18260954320430756,0.7841359972953796,0.6901674270629883
32,0.9259498119354248,0.18175695836544037,0.7826569080352783,0.7021735906600952
33,0.9262487292289734,0.18104761838912964,0.7688609957695007,0.7270579934120178
34,0.9266822338104248,0.1798519790172577,0.7854492664337158,0.689078152179718
35,0.9271554350852966,0.17881318926811218,0.781101405620575,0.7069804668426514
36,0.927492618560791,0.1780136227607727,0.7814328670501709,0.7181301712989807
37,0.9278793931007385,0.176985502243042,0.7874510884284973,0.6901756525039673
38,0.9280380606651306,0.176516592502594,0.7808080911636353,0.7184463143348694
