epoch,acc,loss,val_acc,val_loss
0,0.8117995262145996,0.4480248987674713,0.7410778999328613,0.694026529788971
1,0.8430479764938354,0.3781045973300934,0.649147629737854,1.68056321144104
2,0.8549072742462158,0.3503437042236328,0.6838287115097046,0.9655800461769104
3,0.8630349636077881,0.33172357082366943,0.6654936075210571,1.9727163314819336
4,0.8690063953399658,0.3181336522102356,0.7736679315567017,0.6305168867111206
5,0.8739663362503052,0.30718696117401123,0.7796223163604736,0.616039514541626
6,0.8777078986167908,0.29748833179473877,0.6940417289733887,1.177768588066101
7,0.8816421031951904,0.2885715067386627,0.7127082943916321,0.8733970522880554
8,0.8848934173583984,0.2808661460876465,0.6864170432090759,1.355509638786316
9,0.8876447081565857,0.27422991394996643,0.7159214019775391,1.0615335702896118
10,0.8898037672042847,0.2680182158946991,0.7778500318527222,0.6342350244522095
11,0.9015100598335266,0.24139490723609924,0.7823764085769653,0.6411277651786804
12,0.9040035009384155,0.2348388433456421,0.7731961607933044,0.6638325452804565
13,0.9057304859161377,0.23009955883026123,0.7123513221740723,1.0045876502990723
14,0.907558023929596,0.22595101594924927,0.7893891334533691,0.609248161315918
15,0.9088387489318848,0.22302426397800446,0.7848755121231079,0.632344663143158
16,0.9107087850570679,0.21864408254623413,0.7400068640708923,0.8744618892669678
17,0.9119951725006104,0.21547845005989075,0.7297810912132263,0.8413082957267761
18,0.9127941727638245,0.2125096172094345,0.7384641170501709,0.7900700569152832
19,0.9144758582115173,0.20911942422389984,0.7576406598091125,0.7476757168769836
20,0.9216585755348206,0.1926908791065216,0.7819684147834778,0.6738992929458618
21,0.9235584139823914,0.18814772367477417,0.7878080606460571,0.6634852886199951
22,0.9240868091583252,0.18613557517528534,0.7806041240692139,0.6949281692504883
23,0.9250856041908264,0.18372851610183716,0.7838937044143677,0.6885096430778503
24,0.9264003038406372,0.18114887177944183,0.7713983058929443,0.7464415431022644
25,0.9303104281425476,0.17204876244068146,0.7856659889221191,0.6981162428855896
26,0.9308912754058838,0.16962791979312897,0.7786405682563782,0.7325757145881653
27,0.9319467544555664,0.16804839670658112,0.7839829921722412,0.7117042541503906
28,0.9322371482849121,0.16670352220535278,0.7804893851280212,0.7298752665519714
29,0.9329880475997925,0.1653069257736206,0.7757717370986938,0.7636597752571106
30,0.934090256690979,0.16214245557785034,0.7787935733795166,0.7564409971237183
31,0.9349728226661682,0.16088782250881195,0.7768809795379639,0.7612062096595764
32,0.9355437755584717,0.1600818634033203,0.7773527503013611,0.7694199681282043
33,0.9352363348007202,0.15955066680908203,0.7784110307693481,0.7595070600509644
34,0.9359546303749084,0.15810205042362213,0.7782835364341736,0.7701269388198853
