"","config","rpt","mean_test_score","std_test_score","activation","alpha","hidden_layer_sizes","max_iter","solver","train_cpu_duration","train_runtime_duration","train_cpu_meter_result","train_dram_meter_result","test_cpu_duration","test_runtime_duration","test_cpu_meter_result","test_dram_meter_result","test_accuracy_result","act","hls","sol","PF"
"1502",50,1,0.650213003268267,0.000377117799155036,"relu",5e-04,"(50,)",400,"sgd",842.80549056211,52.6709697246552,4533083487,0,845.856138027972,52.8630805015564,4582748706,0,0.649918696216177,2,50,2,TRUE
"1503",50,2,0.650213003268267,0.000377117799155036,"relu",5e-04,"(50,)",400,"sgd",850.014207196888,53.1214015483856,4564169102,0,861.748008101014,53.8557910919189,4668727856,0,0.649918696216177,2,50,2,TRUE
"1504",50,3,0.650213003268267,0.000377117799155036,"relu",5e-04,"(50,)",400,"sgd",834.814383237157,52.1716175079346,4487151538,0,827.305989667075,51.7034657001495,4491831640,0,0.649918696216177,2,50,2,TRUE
"1505",50,4,0.650213003268267,0.000377117799155036,"relu",5e-04,"(50,)",400,"sgd",1009.02063425607,63.0582728385925,5399637178,0,860.221315304982,53.7601878643036,4655583845,0,0.649918696216177,2,50,2,TRUE
"1506",50,5,0.650213003268267,0.000377117799155036,"relu",5e-04,"(50,)",400,"sgd",900.02342212433,56.2465810775757,4830850304,0,871.964270540047,54.4940884113312,4739072524,0,0.649918696216177,2,50,2,TRUE
"1507",50,6,0.650213003268267,0.000377117799155036,"relu",5e-04,"(50,)",400,"sgd",851.642234046012,53.222996711731,4578873899,0,874.768623077776,54.6695990562439,4768870787,0,0.649918696216177,2,50,2,TRUE
"1508",50,7,0.650213003268267,0.000377117799155036,"relu",5e-04,"(50,)",400,"sgd",847.271846778225,52.9500720500946,4553767700,0,869.485187523998,54.3394131660461,4707925752,0,0.649918696216177,2,50,2,TRUE
"1509",50,8,0.650213003268267,0.000377117799155036,"relu",5e-04,"(50,)",400,"sgd",852.119741546921,53.2530078887939,4584342207,0,870.502861896064,54.4028167724609,4746470088,0,0.649918696216177,2,50,2,TRUE
"1510",50,9,0.650213003268267,0.000377117799155036,"relu",5e-04,"(50,)",400,"sgd",850.797059654258,53.1703598499298,4575847844,0,879.042302979156,54.9367134571075,4789025460,0,0.649918696216177,2,50,2,TRUE
"1511",50,10,0.650213003268267,0.000377117799155036,"relu",5e-04,"(50,)",400,"sgd",854.317394244485,53.3901052474976,4588492771,0,879.362239482813,54.9564290046692,4788308359,0,0.649918696216177,2,50,2,TRUE
