"","config","rpt","mean_test_score","std_test_score","activation","alpha","hidden_layer_sizes","max_iter","solver","train_cpu_duration","train_runtime_duration","train_cpu_meter_result","train_dram_meter_result","test_cpu_duration","test_runtime_duration","test_cpu_meter_result","test_dram_meter_result","test_accuracy_result","act","hls","sol","PF"
"901",30,0,0.645806747611417,0.000687025534842902,"tanh",5e-04,"(100,)",400,"sgd",748.042675147997,46.7486152648926,4015009191,0,3456.70023131699,307.903031349182,20783392840,0,0.645086145469826,3,100,2,TRUE
"902",30,1,0.645806747611417,0.000687025534842902,"tanh",5e-04,"(100,)",400,"sgd",746.281228316016,46.6386208534241,4009635853,0,3473.84941412602,311.190794944763,21059600324,0,0.645086145469826,3,100,2,TRUE
"903",30,2,0.645806747611417,0.000687025534842902,"tanh",5e-04,"(100,)",400,"sgd",739.392754427972,46.2080779075623,3971593776,0,3471.01999504899,310.979539871216,21092114461,0,0.645086145469826,3,100,2,TRUE
"904",30,3,0.645806747611417,0.000687025534842902,"tanh",5e-04,"(100,)",400,"sgd",743.950894000009,46.4931449890137,3987044541,0,3452.85949667497,306.207838058472,20670500490,0,0.645086145469826,3,100,2,TRUE
"905",30,4,0.645806747611417,0.000687025534842902,"tanh",5e-04,"(100,)",400,"sgd",754.321750331903,47.1411333084106,4057569446,0,3470.57760364399,311.128766775131,21098729739,0,0.645086145469826,3,100,2,TRUE
"906",30,5,0.645806747611417,0.000687025534842902,"tanh",5e-04,"(100,)",400,"sgd",751.039313273039,46.9359107017517,4036989727,0,3475.90180373518,311.673635721207,21126834832,0,0.645086145469826,3,100,2,TRUE
"907",30,6,0.645806747611417,0.000687025534842902,"tanh",5e-04,"(100,)",400,"sgd",749.976931630634,46.8699376583099,4015139441,0,3455.82570605911,305.929444551468,20614303978,0,0.645086145469826,3,100,2,TRUE
"908",30,7,0.645806747611417,0.000687025534842902,"tanh",5e-04,"(100,)",400,"sgd",747.084324036259,46.6887187957764,4020909934,0,3472.41402375884,311.567274093628,21111058993,0,0.645086145469826,3,100,2,TRUE
"909",30,8,0.645806747611417,0.000687025534842902,"tanh",5e-04,"(100,)",400,"sgd",748.843406861648,46.7987642288208,4025599131,0,3473.53283704631,310.923758745193,21076047058,0,0.645086145469826,3,100,2,TRUE
"910",30,9,0.645806747611417,0.000687025534842902,"tanh",5e-04,"(100,)",400,"sgd",740.754498156719,46.2931232452393,3983686763,0,3471.8321257201,311.164801597595,21103188529,0,0.645086145469826,3,100,2,TRUE
