"","config","rpt","mean_test_score","std_test_score","activation","alpha","hidden_layer_sizes","max_iter","solver","train_cpu_duration","train_runtime_duration","train_cpu_meter_result","train_dram_meter_result","test_cpu_duration","test_runtime_duration","test_cpu_meter_result","test_dram_meter_result","test_accuracy_result","act","hls","sol","PF"
"2971",99,0,0.393280632411067,0.106338068643156,"logistic",0.002,"(2,)",200,"sgd",0.0773039279999921,0.0772967338562012,4439991,0,0.13006395299999,0.13005256652832,7500408,0,0.447368421052632,1,2,2,TRUE
"2972",99,1,0.393280632411067,0.106338068643156,"logistic",0.002,"(2,)",200,"sgd",0.0773902519995318,0.077383279800415,4478809,0,0.129976590999831,0.129964828491211,7520061,0,0.447368421052632,1,2,2,TRUE
"2973",99,2,0.393280632411067,0.106338068643156,"logistic",0.002,"(2,)",200,"sgd",0.077744131000145,0.0777370929718018,4315418,0,0.130039442999987,0.130027770996094,7380536,0,0.447368421052632,1,2,2,TRUE
"2974",99,3,0.393280632411067,0.106338068643156,"logistic",0.002,"(2,)",200,"sgd",0.0803738369977509,0.0803666114807129,4601122,0,0.130131737998454,0.130120277404785,7431195,0,0.447368421052632,1,2,2,TRUE
"2975",99,4,0.393280632411067,0.106338068643156,"logistic",0.002,"(2,)",200,"sgd",0.0783244920021389,0.0783176422119141,4465137,0,0.129571023997414,0.129559516906738,7434796,0,0.447368421052632,1,2,2,TRUE
"2976",99,5,0.393280632411067,0.106338068643156,"logistic",0.002,"(2,)",200,"sgd",0.105352514001424,0.105360984802246,5750106,0,0.160129679999955,0.160114526748657,8861306,0,0.447368421052632,1,2,2,TRUE
"2977",99,6,0.393280632411067,0.106338068643156,"logistic",0.002,"(2,)",200,"sgd",0.0776381500036223,0.0776312351226807,4279835,0,0.129208877006022,0.129197359085083,7312177,0,0.447368421052632,1,2,2,TRUE
"2978",99,7,0.393280632411067,0.106338068643156,"logistic",0.002,"(2,)",200,"sgd",0.0774459520034725,0.0774388313293457,4392689,0,0.129524242001935,0.129512786865234,7409221,0,0.447368421052632,1,2,2,TRUE
"2979",99,8,0.393280632411067,0.106338068643156,"logistic",0.002,"(2,)",200,"sgd",0.0782551009979215,0.0782539844512939,4351429,0,0.130562231999647,0.13055419921875,7179242,0,0.447368421052632,1,2,2,TRUE
"2980",99,9,0.393280632411067,0.106338068643156,"logistic",0.002,"(2,)",200,"sgd",0.0932228629972087,0.0932140350341797,5215624,0,0.144093817987596,0.144081354141235,8267739,0,0.447368421052632,1,2,2,TRUE
"2981",99,10,0.393280632411067,0.106338068643156,"logistic",0.002,"(2,)",200,"sgd",0.0790792829939164,0.0790975093841553,4385242,0,0.132136166008422,0.13212776184082,7320416,0,0.447368421052632,1,2,2,TRUE
